text,address,place,lon,lat
North American Lutheran Church,"3500 Mill Run DrHilliard, OH 43026",Columbus,-83.11740019999999,40.0249376
OneSpring Church,"1604 Gateway CirGrove City, OH 43123",Columbus,-83.0464793,39.8858727
Redeemers Church West,"2199 Holt RdGrove City, OH 43123",Columbus,-83.121279,39.90837399999999
First Baptist Church of Gahanna,"520 Havens Corners RdGahanna, OH 43230",Columbus,-82.86309589999999,40.0190193
New Hope Community Fellowship,"82 N High StGahanna, OH 43230",Columbus,-82.8778162,40.0196424
Evangel Temple,"817 N Hamilton RdGahanna, OH 43230",Columbus,-82.8672735,40.03984
City Of Refuge Worship Center,"2190 Home RdGrove City, OH 43123",Columbus,-83.0618047,39.8987788
Church Of God,"3653 Big Run South RdGrove City, OH 43123",Columbus,-83.09025299999999,39.9077089
Ahmadiyya Mosque,"3360 Toy RdGroveport, OH 43125",Columbus,-82.92407299999999,39.853599
CenterPointe Christian Worship Center,"2505 Hyde RdGrove City, OH 43123",Columbus,-83.07021259999999,39.9076253
Faith Community Church of God,"4203 Alkire RdGrove City, OH 43123",Columbus,-83.1074036,39.9133175
St Michael Church,"5750 N High StWorthington, OH 43085",Columbus,-83.0178842,40.0777674
Worthington United Methodist Church,"600 High StWorthington, OH 43085",Columbus,-83.0175905,40.0854399
Gods Holiness Community Church,"2039 Sedan AveObetz, OH 43207",Columbus,-82.9444841,39.8802265
Abundant Life Apostolic,"1778 Lisle AveObetz, OH 43207",Columbus,-82.9543357,39.8753292
Jamaica Christian Mission,"472 S Selby BlvdWorthington, OH 43085",Columbus,-83.00590140000001,40.0770239
Reorganized Church-Jesus Chrst,"110 Park BlvdWorthington, OH 43085",Columbus,-83.0159537,40.0801214
Community of Christ,"110 Park BlvdWorthington, OH 43085",Columbus,-83.0159537,40.0801214
Worthington Seventh-Day Adventist Church,"385 E Dublin Granville RdWorthington, OH 43085",Columbus,-83.00617419999999,40.0879378
Congregation Beth Tikvah,"6121 Olentangy River RdWorthington, OH 43085",Columbus,-83.03991359999999,40.0850315
Canaan Land Church,"2777 Gantz RdGrove City, OH 43123",Columbus,-83.0566918,39.8986651
First Baptist Church of Grove City,"3301 Orders RdGrove City, OH 43123",Columbus,-83.0799304,39.8581283
Grace Ministries,"464 Rathmell RdLockbourne, OH 43137",Columbus,-82.992626,39.863708
Scioto Ridge United Methodist Church,"4343 Dublin RdHilliard, OH 43026",Columbus,-83.105161,40.048281
Church of Christ of Groveport,"5626 Groveport RdGroveport, OH 43125",Columbus,-82.9115788,39.86074670000001
St Mary's Church Groveport,"5684 Groveport RdGroveport, OH 43125",Columbus,-82.9037598,39.8585887
Dayspring Baptist Church,"5692 Countrie Side DrGalloway, OH 43119",Columbus,-83.1521064,39.9447317
Saint Brendan the Navigator Catholic,"4475 Dublin RdHilliard, OH 43026",Columbus,-83.10734029999999,40.0536737
Centerpointe Church,"2505 Hyde RdGrove City, OH 43123",Columbus,-83.07021259999999,39.9076253
Word Of Powder Foursquare Church,"3195 Big Run South RdGrove City, OH 43123",Columbus,-83.078825,39.91493699999999
Covenant Church,"4218 Buckeye PkwyGrove City, OH 43123",Columbus,-83.03760539999999,39.8740636
True Vine Church Of Apostolic Faith,"3496 Central AveUrbancrest, OH 43123",Columbus,-83.084743,39.898232
Clark Lake Church Of Jesus Christ,"3667 Sheldon PlGrove City, OH 43123",Columbus,-83.0835937,39.88899370000001
The Church of Jesus Christ of Latter-Day Saints Bishop's Storehouse,"4431 Marketing PlGroveport, OH 43125",Columbus,-82.8898432,39.8840009
L D S Family Services,"4431 Marketing PlGroveport, OH 43125",Columbus,-82.8898432,39.8840009
Steadfast Pentecostal Church,"4500 BroadwayGrove City, OH 43123",Columbus,-83.10125680000002,39.8725276
Grove City Apostolic Church,"4500 BroadwayGrove City, OH 43123",Columbus,-83.10125680000002,39.8725276
St Brendan School,"4475 Dublin RdHilliard, OH 43026",Columbus,-83.10734029999999,40.0536737
St John's Early Education Center,"700 High StWorthington, OH 43085",Columbus,-83.0172967,40.0884103
Creekside Childrens Center,"2225 Rohr RdLockbourne, OH 43137",Columbus,-82.9428329,39.8450216
LDS Storehouse,"4431 Marketing PlGroveport, OH 43125",Columbus,-82.8898432,39.8840009
Bethel Apostolic Church Of Christ,"2809 Maple StGrove City, OH 43123",Columbus,-83.0899919,39.8964235
Living Savior Ministries,"1586 Dyer RdGrove City, OH 43123",Columbus,-83.0361796,39.9017624
Faith Baptist Church,"2848 Demorest RdGrove City, OH 43123",Columbus,-83.10679549999999,39.8885573
Believers Bible Church,"156 E South StWorthington, OH 43085",Columbus,-83.0147576,40.0844919
St John's A M E,"682 Plymouth StWorthington, OH 43085",Columbus,-83.01123199999999,40.0875063
St John's Episcopal Church-Worthington,"700 High StWorthington, OH 43085",Columbus,-83.0172967,40.0884103
Obetz United Methodist Church,"1781 Obetz AveObetz, OH 43207",Columbus,-82.9528024,39.8784142
Pleasant View Bapt Church,"2485 Gantz RdGrove City, OH 43123",Columbus,-83.05231119999999,39.905237
Bible Baptist Church,"2758 Home RdGrove City, OH 43123",Columbus,-83.07476779999999,39.9013576
Union Baptist Church,"3452 1st AveUrbancrest, OH 43123",Columbus,-83.08386290000001,39.900234
Mt Calvary Freewill Baptist Church,"6969 London Groveport RdGrove City, OH 43123",Columbus,-83.184201,39.8531435
Rohr Road Baptist Church,"2225 Rohr RdLockbourne, OH 43137",Columbus,-82.9428329,39.8450216
First Presbyterian Church,"4227 BroadwayGrove City, OH 43123",Columbus,-83.0974487,39.8785254
Jackson Chapel United Methodist Church,"4473 Jackson PikeGrove City, OH 43123",Columbus,-83.027807,39.86764
Victorious Living Church,"2735 Columbus StGrove City, OH 43123",Columbus,-83.0758999,39.8806784
Bethel Lutheran Church ELCA,"4501 Hoover RdGrove City, OH 43123",Columbus,-83.07091,39.8713036
St John's Evangelical Lutheran Church,"3220 Columbus StGrove City, OH 43123",Columbus,-83.0882353,39.8821516
The Church Of Jesus Christ Of Latter-Day Saints,"2400 Red Rock BlvdGrove City, OH 43123",Columbus,-83.0587061,39.9110669
House Of Blessings Worship Center,"3653 Big Run South RdGrove City, OH 43123",Columbus,-83.09025299999999,39.9077089
Central OH District Church of the Nazarene,"5004 Hoover RdGrove City, OH 43123",Columbus,-83.07091,39.860986
Grove City Seventh Day Adventist Church,"3150 Demorest RdGrove City, OH 43123",Columbus,-83.10688909999999,39.8849711
Jehovah's Witnesses,"4371 Grove City RdGrove City, OH 43123",Columbus,-83.1086186,39.8817291
St. Michael School,"64 E. Selby Blvd.Worthington, OH 43085",Columbus,-83.0169696,40.0774366
Southwestern Church of Christ,"3767 Grove City RdGrove City, OH 43123",Columbus,-83.1032749,39.8815512
Central College Presbyterian Church,"975 S Sunbury RdWesterville, OH 43081",Columbus,-82.8909154,40.1002527
Cypress Wesleyan Church,"Galloway 43119Galloway, OH 43119",Columbus,-83.1555399,39.9405411
Temple Beth Shalom,"5089 Johnstown RdNew Albany, OH 43054",Columbus,-82.8358684,40.0601649
Cypress Wesleyan Church,"377 Alton Darby Creek RdGalloway, OH 43119",Columbus,-83.1680824,39.9587152
Worthington Christian Schools,"6675 Worthington-Galena RoadWorthington, OH 43085",Columbus,-83.009725,40.101119
Calvary Apostolic Church,"2551 W Schrock RdWesterville, OH 43081",Columbus,-82.9477258,40.1097253
Linworth Baptist Church,"6200 Linworth RdWorthington, OH 43085",Columbus,-83.04914269999999,40.0914829
Jehovah's Witnesses,"3333 Main StHilliard, OH 43026",Columbus,-83.1605032,40.0196967
Abundant Life Assembly Of God,"4747 Harrisburg PikeGrove City, OH 43123",Columbus,-83.11031589999999,39.8643751
Hilliard United Methodist Church Preschool,"5445 Scioto Darby RdHilliard, OH 43026",Columbus,-83.1619211,40.0288083
Amazing Grace Christian Church,"2255 Quail Creek BlvdGrove City, OH 43123",Columbus,-83.066887,39.840813
Buckeye Christian Church,"1528 London Groveport RdGrove City, OH 43123",Columbus,-83.0466333,39.8286166
All Saints Lutheran (ELCA),"6770 N High StWorthington, OH 43085",Columbus,-83.01616349999999,40.1024838
Northwest Bible Church,"6639 Scioto Darby Creek RdHilliard, OH 43026",Columbus,-83.1893614,40.0336573
Parkside Community Church,"5505 Hyde Park DrHilliard, OH 43026",Columbus,-83.1597494,40.015503
New Albany Presbyterian Church,"5220 Johnstown RdNew Albany, OH 43054",Columbus,-82.8302063,40.0606052
Little Bell Baptist Church,"2706 London Groveport RdGroveport, OH 43125",Columbus,-82.92924699999999,39.830733
Brookside Baptist Church Sbc,"590 Lancaster AveReynoldsburg, OH 43068",Columbus,-82.80872409999999,39.9710894
All Saints Episcopal Church,"5101 Johnstown RdNew Albany, OH 43054",Columbus,-82.8350128,40.06129310000001
Columbia Heights Pre-School,"775 Galloway RdGalloway, OH 43119",Columbus,-83.16029379999999,39.935808
New Life Church Hilliard,"4015 Wayne StHilliard, OH 43026",Columbus,-83.1622429,40.0337505
Rager Road Church Of Christ,"5775 Rager RdCanal Winchester, OH 43110",Columbus,-82.82687279999999,39.8709051
Alton Road Baptist Church,"1199 Alton RdGalloway, OH 43119",Columbus,-83.1844611,39.9252088
Life Community Church,"4400 Cemetery RdHilliard, OH 43026",Columbus,-83.134759,40.033048
Lion and Eagle Ministries,"1035 Drayson DrGalloway, OH 43119",Columbus,-83.1671822,39.9292827
Faith Covenant Church,"3607 Dempsey RdWesterville, OH 43081",Columbus,-82.914896,40.0947017
Dayspring Community Church,"3919 Brice RdCanal Winchester, OH 43110",Columbus,-82.8364031,39.8942652
Grace Apostolic Church,"1170 Lancaster AveReynoldsburg, OH 43068",Columbus,-82.80311499999999,39.9590869
Power and Glory Ministries,"7370 Tussing RdReynoldsburg, OH 43068",Columbus,-82.80250819999999,39.9305835
Harvest Assembly Of God,"8075 Dellinger RdGalloway, OH 43119",Columbus,-83.2225345,39.9703398
Cypress Youth Center,"457 Alton Darby Creek RdGalloway, OH 43119",Columbus,-83.1679166,39.9591233
Grace Evangelical Lutheran Church,"100 E Schrock RdWesterville, OH 43081",Columbus,-82.9214983,40.110033
Fellowship Counseling Center,"6720 Shier Rings RdDublin, OH 43016",Columbus,-83.1725759,40.0950538
Reynoldsburg United Methodist Church,"1636 Graham RdReynoldsburg, OH 43068",Columbus,-82.7949665,39.95104449999999
Jersey Baptist Church,"13260 Morse Rd SWNew Albany, OH 43054",Columbus,-82.73698999999999,40.0543008
Vineyard Church of Columbus,"6770 N High StWorthington, OH 43085",Columbus,-83.01616349999999,40.1024838
Shining Light Baptist Church,"8225 Worthington Galena RdWorthington, OH 43085",Columbus,-82.9768801,40.13296589999999
United Methodist Children's Home,"6877 N High StWorthington, OH 43085",Columbus,-83.0178842,40.1047783
World Harvest Church,"330 E Wilson Bridge RdWorthington, OH 43085",Columbus,-83.00533469999999,40.109875099999996
Russian Baptist Fellowship,"4431 Marketing PlGroveport, OH 43125",Columbus,-82.8898432,39.8840009
fcf church,"4431 Marketing PlGroveport, OH 43125",Columbus,-82.8898432,39.8840009
Providence Baptist Church,"4500 BroadwayGrove City, OH 43123",Columbus,-83.10125680000002,39.8725276
First Baptist Church,"3360 Toy RdGroveport, OH 43125",Columbus,-82.92407299999999,39.853599
Church of Jesus Christ of LDS,"4641 Rensch RdGrove City, OH 43123",Columbus,-83.114035,39.870228
Worthington Baptist Church,"4770 Britton PkwyHilliard, OH 43026",Columbus,-83.1329846,40.0507322
Worthington Adventist Academy,"5733 Saltzgaber RdGroveport, OH 43125",Columbus,-82.909817,39.856796
Grace Brethren Church Of Columbus,"4747 Harrisburg PikeGrove City, OH 43123",Columbus,-83.11031589999999,39.8643751
"Weaver, Mike","5468 Westerville RdWesterville, OH 43081",Columbus,-82.9278597,40.0845285
Grace Brethren Church,"1001 Doherty RdGalloway, OH 43119",Columbus,-83.16291799999999,39.971043
Ohio Council Of Churches,"3008 Leatherlips TrlDublin, OH 43017",Columbus,-83.0975954,40.0768701
Holy Cross Orthodox Mission,"3475 Paris BlvdWesterville, OH 43081",Columbus,-82.922423,40.0885024
Gender Road Church,"6000 Cooper RdWesterville, OH 43081",Columbus,-82.9335175,40.0933233
First Baptist Church Of Hilliard,"434 Main StGroveport, OH 43125",Columbus,-82.88807709999999,39.8524687
Groveport Presbyterian Church,"6434 E Main StReynoldsburg, OH 43068",Columbus,-82.8255618,39.9568876
Freedom Christian Fellowship,"3160 Brice RdBrice, OH 43109",Columbus,-82.83211899999999,39.914343
Kingdom Life Christian Center,"3001 Brice RdBrice, OH 43109",Columbus,-82.83225709999999,39.9174643
Groveport United Methodist Church,"499 Hunt Valley DrReynoldsburg, OH 43068",Columbus,-82.8231976,39.9715986
Brice United Methodist Church,"751 Rosehill RdReynoldsburg, OH 43068",Columbus,-82.819006,39.966525
Groveport Church Of Christ,"6400 S Sunbury RdWesterville, OH 43081",Columbus,-82.8930929,40.089112
Reynoldsburg Alliance Church,"3050 Delta Marine DrReynoldsburg, OH 43068",Columbus,-82.82472,39.9184226
Warehouse 839,"2135 Baldwin RdReynoldsburg, OH 43068",Columbus,-82.8173184,39.9379035
Havens Corners Church,"975 Eastwind DrWesterville, OH 43081",Columbus,-82.92116209999999,40.1012511
Epworth United Methdst Church,"939 S State StWesterville, OH 43081",Columbus,-82.926974,40.102922
Emmanuel Chin Baptist Church,"252 Cross Wind DrWesterville, OH 43081",Columbus,-82.912691,40.102065
The Crossing Community Church,"6954 Americana PkwyReynoldsburg, OH 43068",Columbus,-82.8143231,39.9309975
Groveport Zion Lutheran Church Elca,"6014 Groveport RdGroveport, OH 43125",Columbus,-82.89797899999999,39.856677
St John Evangelical Lutheran Church,"133 South StGroveport, OH 43125",Columbus,-82.8969778,39.8508831
Church The Church In Galloway,"6446 Alkire RdGalloway, OH 43119",Columbus,-83.16572400000001,39.9059839
Free Will Baptists,"7554 Slate Ridge BlvdReynoldsburg, OH 43068",Columbus,-82.7949691,39.9460159
Marcus Martin,"3032 Ambarwent RdReynoldsburg, OH 43068",Columbus,-82.8109132,39.9220397
McClellan & Church,"4641 Rensch RdGrove City, OH 43123",Columbus,-83.114035,39.870228
Emmanuel Baptist Church of the Deaf,"4770 Britton PkwyHilliard, OH 43026",Columbus,-83.1329846,40.0507322
Little Angel Church,"5733 Saltzgaber RdGroveport, OH 43125",Columbus,-82.909817,39.856796
Crosslink Community,"4747 Harrisburg PikeGrove City, OH 43123",Columbus,-83.11031589999999,39.8643751
Fresh Start Worship Center,"5468 Westerville RdWesterville, OH 43081",Columbus,-82.9278597,40.0845285
Lds Church,"1001 Doherty RdGalloway, OH 43119",Columbus,-83.16291799999999,39.971043
Chambers Consulting Svc,"3008 Leatherlips TrlDublin, OH 43017",Columbus,-83.0975954,40.0768701
Vineyard Christian Fellowship,"6000 Cooper RdWesterville, OH 43081",Columbus,-82.9335175,40.0933233
New Hope Assembly of God,"434 Main StGroveport, OH 43125",Columbus,-82.88807709999999,39.8524687
Practice Management Associates,"6434 E Main StReynoldsburg, OH 43068",Columbus,-82.8255618,39.9568876
Mana Christian Church,"3160 Brice RdBrice, OH 43109",Columbus,-82.83211899999999,39.914343
Faithway Baptist Church,"3001 Brice RdBrice, OH 43109",Columbus,-82.83225709999999,39.9174643
Johnson G C,"499 Hunt Valley DrReynoldsburg, OH 43068",Columbus,-82.8231976,39.9715986
Reynoldsburg Church-Nazarene,"1340 Crest RdReynoldsburg, OH 43068",Columbus,-82.8197112,39.9541697
The Cross Walk Church,"751 Rosehill RdReynoldsburg, OH 43068",Columbus,-82.819006,39.966525
Eastwood Adventist Church,"6400 S Sunbury RdWesterville, OH 43081",Columbus,-82.8930929,40.089112
Beautiful Gates of Zion,"3050 Delta Marine DrReynoldsburg, OH 43068",Columbus,-82.82472,39.9184226
East Stake,"2135 Baldwin RdReynoldsburg, OH 43068",Columbus,-82.8173184,39.9379035
Oasis City Church,"975 Eastwind DrWesterville, OH 43081",Columbus,-82.92116209999999,40.1012511
Canvas Church,"939 S State StWesterville, OH 43081",Columbus,-82.926974,40.102922
Higher Dimensions,"252 Cross Wind DrWesterville, OH 43081",Columbus,-82.912691,40.102065
Equip U Ministries,"6954 Americana PkwyReynoldsburg, OH 43068",Columbus,-82.8143231,39.9309975
East Columbus Community Churc H,"6926 Tussing RdReynoldsburg, OH 43068",Columbus,-82.81497560000001,39.9272641
Hope Church,"75 E Schrock RdWesterville, OH 43081",Columbus,-82.922507,40.109139
Zion Christian Assembly,"6930 Long RdCanal Winchester, OH 43110",Columbus,-82.81784239999999,39.9076372
"St Augustine's Anglican Church, Ellsworth Chapel at Central College","975 S Sunbury RdWesterville, OH 43081",Columbus,-82.8909154,40.1002527
Christian Childbirth Education,"4595 Gender RdCanal Winchester, OH 43110",Columbus,-82.8280296,39.8914025
Gahanna Congregation Of Jehovahs Witness,"1909 Reynoldsburg New Albany RdBlacklick, OH 43004",Columbus,-82.81564639999999,40.0228877
West Broad Church Of The Nazarene,"7430 W Broad StGalloway, OH 43119",Columbus,-83.19994539999999,39.9500713
The Rock Full Gospel Church,"7370 Tussing RdReynoldsburg, OH 43068",Columbus,-82.80250819999999,39.9305835
Church Of God Of Indiana,"2100 Reynoldsburg New Albany RdBlacklick, OH 43004",Columbus,-82.81337599999999,40.025777
Universalist Unitarian,"1789 Lancaster AveReynoldsburg, OH 43068",Columbus,-82.79817729999999,39.9473432
Cornerstone Community Church,"233 S State StWesterville, OH 43081",Columbus,-82.93071499999999,40.119707
Faith Worship Center,"431 Amity RdGalloway, OH 43119",Columbus,-83.202395,39.956496
Redeemed Assembly Church Of Christ,"831 Acorn Grove DrBlacklick, OH 43004",Columbus,-82.7982825,40.0017991
Journey Church,"336 Circle CtWesterville, OH 43081",Columbus,-82.91716919999999,40.121753
New Albany Nazarene Church,"6000 Johnstown RdNew Albany, OH 43054",Columbus,-82.816037,40.07661
Grace Christian School,"7510 E Broad StBlacklick, OH 43004",Columbus,-82.7961351,39.9867063
Atlantic Managed Center Inc,"6797 N High StWorthington, OH 43085",Columbus,-83.0182619,40.1030087
Reynoldsburg Baptist Church,"887 Rosehill RdReynoldsburg, OH 43068",Columbus,-82.8190377,39.964027
Family History Center,"2135 Baldwin RdReynoldsburg, OH 43068",Columbus,-82.8173184,39.9379035
Westerville Alliance Church,"75 E Schrock RdWesterville, OH 43081",Columbus,-82.922507,40.109139
Eighty Five Church,"85 E Wilson Bridge RdWorthington, OH 43085",Columbus,-83.0138552,40.1081198
East Side Grace Brethren Church,"7510 E Broad StBlacklick, OH 43004",Columbus,-82.7961351,39.9867063
Great Commission Churches,"6797 N High St Ste 319Worthington, OH 43085",Columbus,-83.0182619,40.1030087
Ohio Central Korean Church,"7959 Worthington Galena RdWorthington, OH 43085",Columbus,-82.9802859,40.1257496
Westerville Bible Church,"2665 W Schrock RdWesterville, OH 43081",Columbus,-82.945545,40.109712
Grace Fellowship Church,"3475 Paris BlvdWesterville, OH 43081",Columbus,-82.922423,40.0885024
East Livingston Baptist Church,"6500 E Livingston AveReynoldsburg, OH 43068",Columbus,-82.8217737,39.9433987
American Baptist Church,"401 E Schrock RdWesterville, OH 43081",Columbus,-82.9097697,40.1080045
Hilliard Presbyterian Church,"3600 Leap RdHilliard, OH 43026",Columbus,-83.13834680000001,40.0266433
Galloway Presbyterian Church,"6191 Hall RdGalloway, OH 43119",Columbus,-83.1626807,39.9310348
Parkview Presbyterian Church,"6969 E Livingston AveReynoldsburg, OH 43068",Columbus,-82.81167099999999,39.9448481
New Antioch Bible Fellowship,"1415 Lancaster AveReynoldsburg, OH 43068",Columbus,-82.80198779999999,39.9547857
First Presbyterian Church,"1416 Jackson StReynoldsburg, OH 43068",Columbus,-82.7999667,39.9550592
Huber Ridge Christian Union,"5411 Buenos Aires BlvdWesterville, OH 43081",Columbus,-82.9181243,40.0826391
Church Of Christ Vocal Music,"4840 Cemetery RdHilliard, OH 43026",Columbus,-83.1460123,40.0315248
East Columbus Church Of Christ In Christian Union,"6926 Tussing RdReynoldsburg, OH 43068",Columbus,-82.81497560000001,39.9272641
Rose Hill Church of Christ,"9150 E Main StReynoldsburg, OH 43068",Columbus,-82.76123179999999,39.95609839999999
Reynoldsburg Church Of Christ,"1649 Graham RdReynoldsburg, OH 43068",Columbus,-82.7963035,39.9506399
Resurrection Evangelical Lutheran Church,"3500 Main StHilliard, OH 43026",Columbus,-83.15958189999999,40.0229933
Dayspring At Alton Rd Church,"1199 Alton RdGalloway, OH 43119",Columbus,-83.1844611,39.9252088
Ambassador Bible Bookstore,"7554 Slate Ridge BlvdReynoldsburg, OH 43068",Columbus,-82.7949691,39.9460159
Messiah Lutheran Church,"1200 Waggoner RdReynoldsburg, OH 43068",Columbus,-82.79271349999999,39.9593385
La Casa Del Pan,"5556 Hilliard Rome Office ParkHilliard, OH 43026",Columbus,-83.1538664,39.9930003
Hilliard Church of The Nazarene,"3669 Leap RdHilliard, OH 43026",Columbus,-83.139792,40.0275866
The Church of Jesus Christ of Latter-day Saints,"1001 Doherty RdGalloway, OH 43119",Columbus,-83.16291799999999,39.971043
The Church of God of Prophecy,"1634 Brice RdReynoldsburg, OH 43068",Columbus,-82.8290762,39.9467857
Peniel Ethiopian Evangelical Church,"6191 Taylor RdBlacklick, OH 43004",Columbus,-82.8333473,40.0018696
Eastwood 7th Day Adventist Jr Academy,"6350 S Sunbury RdWesterville, OH 43081",Columbus,-82.8949329,40.0881179
The Church of Jesus Christ of Latter-Day Saints,"840 Rosehill RdReynoldsburg, OH 43068",Columbus,-82.81774539999999,39.9649536
Community Of Christ,"840 Rosehill RdReynoldsburg, OH 43068",Columbus,-82.81774539999999,39.9649536
Eastgate Assembly of God,"6519 Tussing RdReynoldsburg, OH 43068",Columbus,-82.8217737,39.9264677
Lifeline Christian Mission,"921 Eastwind Dr Ste 104Westerville, OH 43081",Columbus,-82.9167489,40.1003039
Newsong Community Church,"937 Eastwind DrWesterville, OH 43081",Columbus,-82.9186742,40.1005787
"Gahanna Ward, Columbus OH South Stake, Church Of Jesus Christ Of Latter-Day Saints","2135 Baldwin RdReynoldsburg, OH 43068",Columbus,-82.8173184,39.9379035
Assembly Of God Church,"6489 Summers Nook DrNew Albany, OH 43054",Columbus,-82.84500419999999,40.069279
The Church Of Jesus Christ Of Latter-Day Saints,"307 Huber Village BlvdWesterville, OH 43081",Columbus,-82.9130921,40.1029873
Family Worship Center,"566 Reynoldsburg New Albany RdBlacklick, OH 43004",Columbus,-82.8106729,39.9948392
Jehovah's Witnesses,"7180 Refugee RdCanal Winchester, OH 43110",Columbus,-82.81322759999999,39.9115984
Jehovah's Witnesses,"1909 Reynoldsburg New Albany RdBlacklick, OH 43004",Columbus,-82.81564639999999,40.0228877
Spoken Word Assemblies,"1447 Jackson StReynoldsburg, OH 43068",Columbus,-82.8004931,39.9541938
Westerville Church Of The Nazarene Praise Express Preschool,"355 Cherrington RdWesterville, OH 43081",Columbus,-82.9154459,40.113326
New Horizons Community Church,"2100 Reynoldsburg New Albany RdBlacklick, OH 43004",Columbus,-82.81337599999999,40.025777
Authority of The Believers,"184 Heatherdown DrWesterville, OH 43081",Columbus,-82.930566,40.106279
